1215,147022,5
994,81005,5
537,94023,5
2223,128522,5
2204,115455,5
1943,127258,5
1,57705,5
1803,108151,5
310,147022,5
326,126204,5
326,126204,5
326,126204,5
3256,115459,5
3257,147015,5
3257,147015,5
3258,128532,5
3259,126204,5
3260,108152,5
3261,115459,5
3262,115458,5
3263,103430,5
3264,115459,5
3265,115454,5
3266,103430,5
3267,147018,5
3268,126204,5
3269,103429,5
3270,94682,5
3271,126204,5
3272,103429,5
3273,126204,5
3274,108151,5
3275,106040,5
3272,103429,5
3276,126207,5
3277,81003,5
3278,94609,5
3278,94609,5
3279,103429,5
3280,147016,5
3272,103430,5
3281,106040,5
3282,126207,5
3283,115455,5
3284,57704,5
3285,102138,5
3286,103430,5
3287,83722,5
3284,57704,5
3288,57705,5
3289,147015,5
3290,126206,5
3285,102138,5
3285,102138,5
3291,147016,5
3292,115457,5
3293,147015,5
3294,126206,5
3295,115455,5
3296,128532,5
3297,126204,5
3294,126206,5
3294,126206,5
3294,126206,5
3298,128529,5
3296,128532,5
3296,128532,5
3296,128532,5
3299,115459,5
3300,81004,5
3301,104556,5
3302,83722,5
3303,147019,5
3304,147015,5
3305,126205,5
3306,71367,5
3307,103429,5
3308,115459,5
3309,147015,5
3310,126207,5
3311,115455,5
3312,115456,5
3313,127258,5
3314,94609,5
3314,94609,5
3307,103429,5
3314,94609,5
3315,147015,5
3316,94682,5
3317,115455,5
3318,137380,5
3319,94609,5
3320,118192,5
3321,57696,5
3322,115459,5
3323,94025,5
3324,127257,5
3325,64439,5
3326,127249,5
3327,64439,5
3328,126205,5
3329,56652,5
3330,57704,5
3331,71367,5
3332,115459,5
3333,115457,5
3333,115457,5
3334,108151,5
3335,126206,5
3336,147018,5
3337,126207,5
3333,115457,5
3338,115455,5
3334,108151,5
3339,102138,5
3340,115455,5
3341,126204,5
3342,115459,5
3343,93399,5
3344,81004,5
3345,147021,5
3340,115455,5
3346,81002,5
3347,57705,5
3310,126207,5
3348,138720,5
3349,147018,5
3350,115455,5
3350,115455,5
3351,103430,5
3352,126206,5
3353,71154,5
3349,147018,5
3354,115459,5
3355,81002,5
3356,115455,5
3357,126206,5
3358,128528,5
3310,93399,5
3359,57696,5
3359,126206,5
3360,103429,5
3361,126207,5
3362,57704,5
3363,81003,5
3364,103430,5
3365,103430,5
3344,81004,5
3366,115459,5
3367,57705,5
3368,126204,5
3369,115456,5
3370,126204,5
3370,126204,5
3371,115458,5
3372,147017,5
3361,126207,5
3373,71154,5
3374,127255,5
3375,103430,5
3376,115455,5
3377,115455,5
3378,147018,5
3379,147017,5
3380,126204,5
3381,81002,5
3381,81002,5
3381,81002,5
3382,103429,5
3383,83722,5
3384,115457,5
3385,126206,5
3386,81003,5
3387,115457,5
3386,81003,5
3388,81003,5
3386,81003,5
3389,138720,5
3390,104555,5
3386,81003,5
3391,103430,5
3392,118189,5
3386,81003,5
3393,102138,5
3394,81002,5
3395,127256,5
3396,127256,5
3397,94609,5
3398,128524,5
3396,127256,5
3399,71153,5
3400,71154,5
3401,94682,5
3402,115458,5
3403,94682,5
3404,126204,5
3396,127256,5
3405,108151,5
3406,106040,5
3407,147015,5
3408,71154,5
3408,71154,5
3396,127256,5
3409,115459,5
3396,115455,5
3410,71366,5
3411,108151,5
3412,127258,5
3413,126206,5
3414,126204,5
3415,115459,5
3396,115455,5
3416,94706,5
3417,128529,5
3418,118190,5
3419,115459,5
3420,126206,5
3421,103429,5
3411,108151,5
3411,108151,5
3422,103429,5
3423,104555,5
3424,126206,5
3425,145194,5
3426,94023,5
3427,126207,5
3423,147018,5
3423,147021,5
3428,128529,5
3429,126206,5
3430,57704,5
3430,57705,5
3394,81002,5
3431,108152,5
3387,115457,5
3432,106040,5
3433,126206,5
3434,126207,5
3435,57704,5
3436,126207,5
3437,126206,5
3438,71154,5
3439,57704,5
3440,126207,5
3441,115455,5
3442,115458,5
3443,115459,5
3444,71154,5
3445,126204,5
3446,71153,5
3447,102138,5
3448,126207,5
3334,94023,5
3449,106040,5
3450,81005,5
3451,94028,5
3452,81002,5
3453,81002,5
3454,115455,5
3455,71154,5
3456,115459,5
3457,81002,5
3458,145194,5
3459,147019,5
3460,115459,5
3457,81002,5
3461,64438,5
3462,147019,5
3463,115459,5
3464,57704,5
3465,57704,5
3466,128526,5
3467,103429,5
3468,57704,5
3469,57705,5
3470,106040,5
3334,94023,5
3451,94028,5
3471,147017,5
3472,126206,5
3473,104556,5
3474,115457,5
3475,126206,5
3456,115459,5
3387,115457,5
3476,127255,5
3477,127247,5
3438,57704,5
3438,57705,5
3478,126206,5
3479,115454,5
3480,104556,5
3481,71154,5
3482,94023,5
3483,118190,5
3481,71154,5
3484,102138,5
3485,145080,5
3486,94023,5
3487,128532,5
3481,71154,5
3488,108152,5
3489,126204,5
3480,104555,5
3490,104556,5
3491,71154,5
3492,71154,5
3481,71154,5
3493,115457,5
3494,57705,5
3495,126204,5
3496,81004,5
3497,81002,5
3498,94025,5
3499,83722,5
3500,127253,5
3501,83722,5
3502,71153,5
3503,81002,5
3504,104556,5
3505,105020,5
3506,115459,5
3507,103430,5
3508,126206,5
3509,115459,5
3457,81003,5
3510,64439,5
3481,71154,5
3511,104556,5
3512,115455,5
3513,81002,5
3514,103430,5
3515,118192,5
3516,80937,5
3501,57696,5
3517,127256,5
3518,71367,5
3519,138720,5
3520,115457,5
3521,81003,5
3522,57704,5
3523,81002,5
3524,126204,5
3525,115455,5
3526,108151,5
3527,81004,5
3528,103430,5
3529,81002,5
3530,94023,5
3521,81003,5
3531,103430,5
3532,106040,5
3533,103430,5
3534,115459,5
3535,81002,5
3536,138720,5
3537,83722,5
3538,81004,5
3539,94682,5
3540,115458,5
3541,126204,5
3542,105019,5
3543,104555,5
3544,104556,5
3545,71367,5
3546,92688,5
3544,105019,5
3547,128532,5
3544,104556,5
3548,94682,5
3549,105019,5
3550,81002,5
3551,108152,5
3552,126204,5
3553,118192,5
3553,115457,5
3554,126206,5
3555,126207,5
3556,92686,5
3557,81005,5
3558,105019,5
3559,91264,5
3560,106040,5
3561,105019,5
3494,57705,5
3562,94023,5
3553,118192,5
3553,115457,5
3563,64438,5
3564,103430,5
3565,126206,5
3566,115455,5
3567,126204,5
3568,94692,5
3568,94692,5
3569,128532,5
3570,103430,5
3571,106040,5
3572,126206,5
3573,104555,5
3574,81003,5
3575,126206,5
3576,118190,5
3577,64437,5
3578,128525,5
3579,126206,5
3580,115458,5
3520,115457,5
3581,108151,5
3582,71367,5
3583,126207,5
3584,104555,5
3585,71367,5
3586,104556,5
3585,71367,5
3587,57704,5
3588,57705,5
3589,115455,5
3590,83722,5
3591,94682,5
3592,57704,5
3592,71366,5
3593,57704,5
3594,126207,5
3595,57705,5
3596,126207,5
3597,103430,5
3598,71366,5
3599,115455,5
3600,57704,5
3584,104555,5
3601,57704,5
3602,118191,5
3597,103430,5
3603,115457,5
3604,115457,5
3604,115457,5
3605,93399,5
3606,126207,5
3607,115454,5
3608,71366,5
3609,126206,5
3610,128531,5
3611,57704,5
3592,104556,5
3612,57705,5
3613,83722,5
3614,103430,5
3614,103430,5
3615,115457,5
3616,106040,5
3617,71366,5
3520,115457,5
3618,57705,5
